Name	Team	Date*	Location	K1	K2	P1	P2	S1	S2	Total	SB Centers	A1	A2	A3	A4	A5	A6	Total	AR Centers
Bobby Broadstreet	Murray St.	Sep. 25, 2016	Murray St.	94	95	100	100	96	95	580	33	89	98	95	98	97	99	576	30
Meike Drewell	Murray St.	Sep. 25, 2016	Murray St.	95	93	99	100	95	96	578	21	96	93	97	94	99	97	576	30
Ben Estes	Murray St.	Sep. 25, 2016	Murray St.	96	98	97	98	97	96	582	31	99	99	99	99	98	98	592	44
Shelby Huber	Murray St.	Sep. 25, 2016	Murray St.	94	97	97	98	92	92	570	18	94	97	98	95	96	97	577	31
Mackenzie Martin	Murray St.	Sep. 25, 2016	Murray St.	96	95	100	100	94	95	580	29	98	96	100	100	100	99	593	46
Ivan Roe	Murray St.	Sep. 25, 2016	Murray St.	97	99	99	100	97	97	589	33	98	99	100	98	99	97	591	44
Barbara Schlapfer	Murray St.	Sep. 25, 2016	Murray St.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alathea Sellars	Murray St.	Sep. 25, 2016	Murray St.	91	98	96	98	92	92	567	20	95	100	99	97	100	99	590	41
Eric Sloan	Murray St.	Sep. 25, 2016	Murray St.	98	95	97	99	89	89	567	21	94	95	95	96	96	98	574	25
Alex Bapties	UT Martin	Sep. 25, 2016	Murray St.	89	93	92	96	87	88	545	0	94	90	96	95	93	94	562	0
Erin Bell	UT Martin (W)	Sep. 25, 2016	Murray St.	0	0	0	0	0	0	0	0	89	86	90	89	94	95	543	0
Brigitte Curcio	UT Martin	Sep. 25, 2016	Murray St.	92	93	97	95	84	94	555	0	93	93	94	99	97	97	573	0
Andre Delcalzo	UT Martin	Sep. 25, 2016	Murray St.	88	90	93	92	87	85	535	0	95	91	94	93	94	94	561	0
Logan Hunt	UT Martin	Sep. 25, 2016	Murray St.	93	93	94	95	92	93	560	0	96	93	95	92	96	95	567	0
Kaitlin Korinek	UT Martin	Sep. 25, 2016	Murray St.	96	91	96	99	93	93	568	0	96	99	96	96	96	96	579	0
Joe Martin	UT Martin	Sep. 25, 2016	Murray St.	96	98	100	100	93	95	582	0	92	96	100	97	98	98	581	0
Amanda Mayo	UT Martin (W)	Sep. 25, 2016	Murray St.	95	94	93	94	89	87	552	0	83	92	91	90	92	93	541	0
Alex Tamboli	UT Martin	Sep. 25, 2016	Murray St.	93	94	98	97	87	91	560	0	93	93	95	93	95	98	567	0
Ashley Coots	UT Martin (W)	Sep. 25, 2016	Murray St.	92	91	97	95	87	94	556	0	94	96	94	98	97	95	574	0
Lindsey Flint	UT Martin (W)	Sep. 25, 2016	Murray St.	89	90	93	95	85	93	545	0	89	94	95	93	96	93	560	0
Brianna Sawyers	UT Martin (W)	Sep. 25, 2016	Murray St.	94	91	93	92	91	91	552	0	97	94	95	97	96	96	575	0
Alyson Sylvester	UT Martin (W)	Sep. 25, 2016	Murray St.	92	91	95	96	89	88	551	0	91	95	93	91	91	93	554	0
Jennifer Plocinik	UT Martin (W)	Sep. 25, 2016	Murray St.	95	97	96	98	90	91	567	0	89	94	96	96	94	95	564	0
Rachel Benesh	Nevada	Oct. 1, 2016	Nevada Reno	0	0	0	0	0	0	0	0	98	96	99	98	99	100	590	0
Emily Capaul	Nevada	Oct. 1, 2016	Nevada Reno	92	95	96	98	96	92	569	0	0	0	0	0	0	0	0	0
Jared Crews	Nevada	Oct. 1, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maneva Gill	Nevada	Oct. 1, 2016	Nevada Reno	0	0	0	0	0	0	0	0	94	94	100	99	94	97	578	0
Sarah Jameson	Nevada	Oct. 1, 2016	Nevada Reno	96	92	99	98	97	95	577	0	99	99	100	97	98	98	591	0
Eli Larimer	Nevada	Oct. 1, 2016	Nevada Reno	93	97	97	98	89	95	569	0	99	97	97	96	97	98	584	0
Justin Nissen	Nevada	Oct. 1, 2016	Nevada Reno	97	95	97	99	95	95	578	0	0	0	0	0	0	0	0	0
Jami Sexton	Nevada	Oct. 1, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sara Tashima	Nevada	Oct. 1, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitchell Van Patten	Nevada	Oct. 1, 2016	Nevada Reno	95	97	97	99	93	95	576	0	98	100	97	99	99	98	591	0
Jessica Kinder	UTEP	Oct. 1, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abby Monique	UTEP	Oct. 1, 2016	Nevada Reno	97	96	100	98	95	90	576	0	94	94	98	95	95	96	572	0
Maranda Nelson	UTEP	Oct. 1, 2016	Nevada Reno	86	91	96	98	91	86	548	0	94	94	97	95	93	94	567	0
Bailey Powell	UTEP	Oct. 1, 2016	Nevada Reno	95	94	95	99	92	93	568	0	95	94	97	97	99	97	579	0
Mara Rouse	UTEP	Oct. 1, 2016	Nevada Reno	93	94	95	96	85	84	547	0	97	91	97	91	96	96	568	0
Rachael Schoenrock	UTEP	Oct. 1, 2016	Nevada Reno	97	97	99	96	91	90	570	0	94	99	96	97	97	97	580	0
Haylee Schoenrock	UTEP	Oct. 1, 2016	Nevada Reno	93	91	96	99	88	92	559	0	92	98	95	95	98	95	573	0
Monthserrat Serna	UTEP	Oct. 1, 2016	Nevada Reno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allison Auten	Citadel	Oct. 1, 2016	Citadel	88	90	92	93	91	87	541	0	95	93	94	93	97	96	568	0
Matthew Davenport	Citadel	Oct. 1, 2016	Citadel	86	88	97	97	86	82	536	0	95	95	89	92	95	91	557	0
Joseph Ferguson	Citadel	Oct. 1, 2016	Citadel	89	92	96	88	82	85	532	0	94	91	93	95	96	91	560	0
Morgan Long	Citadel	Oct. 1, 2016	Citadel	85	92	92	97	88	85	539	0	98	95	97	95	89	89	563	0
Alexander McAlear	Citadel	Oct. 1, 2016	Citadel	92	90	97	96	92	86	553	0	93	92	96	97	96	95	569	0
Patrick Meyer	Citadel	Oct. 1, 2016	Citadel	89	89	98	92	87	84	539	0	94	93	96	95	91	93	562	0
Richie Parra	Citadel	Oct. 1, 2016	Citadel	87	93	94	93	91	85	543	0	97	96	91	92	95	96	567	0
Colton Poole	Citadel	Oct. 1, 2016	Citadel	92	96	94	94	85	93	554	0	94	98	97	96	96	93	574	0
Tommy Simrill	Citadel	Oct. 1, 2016	Citadel	88	92	95	98	77	83	533	0	94	90	90	95	93	93	555	0
Nicholle Benedict	TCU	Oct. 1, 2016	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katie Bridges	TCU	Oct. 1, 2016	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Garner	TCU	Oct. 1, 2016	Citadel	97	100	97	99	97	95	585	0	100	100	100	98	100	99	597	0
Ariana Grabowski	TCU	Oct. 1, 2016	Citadel	99	99	100	98	95	94	585	0	97	97	98	98	98	98	586	0
Emily Haag	TCU	Oct. 1, 2016	Citadel	94	92	98	97	89	88	558	0	97	96	94	97	97	95	576	0
Nicole Hankey	TCU	Oct. 1, 2016	Citadel	96	94	100	99	96	94	579	0	99	99	97	100	99	99	593	0
Rachel Kimbell	TCU	Oct. 1, 2016	Citadel	92	95	98	97	91	93	566	0	97	98	97	96	94	97	579	0
Sally Li	TCU	Oct. 1, 2016	Citadel	96	96	100	99	94	95	580	0	98	97	96	98	97	98	584	0
Casey Lutz	TCU	Oct. 1, 2016	Citadel	99	93	100	100	99	96	587	0	99	100	99	96	99	98	591	0
Mindy Miles	TCU	Oct. 1, 2016	Citadel	96	92	99	100	99	97	583	0	99	100	99	99	100	100	597	0
Catherine Miller	TCU	Oct. 1, 2016	Citadel	96	97	99	97	94	93	576	0	96	99	100	99	97	97	588	0
Meraleigh Randle	TCU	Oct. 1, 2016	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barrett Ray	TCU	Oct. 1, 2016	Citadel	99	96	100	99	90	91	575	0	99	98	98	97	97	100	589	0
Carli Cline	Citadel (W)	Oct. 1, 2016	Citadel	85	87	89	91	67	73	492	0	86	83	86	81	86	86	508	0
Brandi Duzz	Citadel (W)	Oct. 1, 2016	Citadel	77	87	95	93	75	87	514	0	90	86	96	93	96	91	552	0
Leah Fenwrick-Wallace	Citadel (W)	Oct. 1, 2016	Citadel	85	83	92	95	78	77	510	0	96	91	95	90	90	91	553	0
Shadonna Littlejohn	Citadel (W)	Oct. 1, 2016	Citadel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tierra Price	Citadel (W)	Oct. 1, 2016	Citadel	74	81	80	83	51	64	433	0	76	83	82	83	85	91	500	0
Faith Totherow	Citadel (W)	Oct. 1, 2016	Citadel	80	91	92	93	84	70	510	0	93	85	88	88	92	92	538	0
Raven Wills	Citadel (W)	Oct. 1, 2016	Citadel	74	80	88	88	63	53	446	0	86	83	89	92	82	90	522	0
Angelica Dearaujo	John Jay	Oct. 1, 2016	Navy	85	81	93	87	86	84	516	0	94	95	97	96	90	93	565	0
Lily Graham	John Jay	Oct. 1, 2016	Navy	94	97	97	97	90	91	566	0	97	97	98	93	95	95	575	0
Ronald Kopec	John Jay	Oct. 1, 2016	Navy	80	91	97	96	90	85	539	0	98	96	96	95	96	96	577	0
Ida Sato	John Jay	Oct. 1, 2016	Navy	83	78	89	92	77	78	497	0	91	92	91	95	93	93	555	0
Lucas Figi	Navy	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maggie Guetersloh	Navy	Oct. 1, 2016	Navy	91	91	97	95	86	86	546	0	97	97	93	93	92	94	566	0
Amy Hammer	Navy	Oct. 1, 2016	Navy	95	95	99	98	95	95	577	0	96	99	99	99	99	96	588	0
Daniel Jonas	Navy	Oct. 1, 2016	Navy	95	96	98	99	91	94	573	0	96	96	98	99	98	98	585	0
Kestrel Kuhne	Navy	Oct. 1, 2016	Navy	92	99	98	97	82	89	557	0	97	95	92	95	96	97	572	0
Alex Muzzioli	Navy	Oct. 1, 2016	Navy	97	94	96	100	91	90	568	0	97	96	94	92	98	98	575	0
Brandon Pippin	Navy	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	96	96	96	98	96	98	580	0
Nash Richardson	Navy	Oct. 1, 2016	Navy	90	94	100	98	96	90	568	0	93	96	95	96	98	94	572	0
Thomas Sarant	Navy	Oct. 1, 2016	Navy	93	93	98	98	93	93	568	0	97	98	98	98	100	100	591	0
Josh Watson	Navy	Oct. 1, 2016	Navy	96	96	98	97	93	85	565	0	97	98	97	97	100	98	587	0
William Davidson	VMI	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andrew Hickey	VMI	Oct. 1, 2016	Navy	91	93	97	98	90	89	558	0	96	95	94	94	93	95	567	0
Jacob Hunter	VMI	Oct. 1, 2016	Navy	84	83	86	94	90	90	527	0	95	94	95	97	96	95	572	0
Zachary Johnson	VMI	Oct. 1, 2016	Navy	90	90	97	97	90	89	553	0	93	96	96	94	94	97	570	0
Mathew Lusardi	VMI	Oct. 1, 2016	Navy	93	86	99	97	89	91	555	0	98	93	94	90	95	93	563	0
Chris Milliken	VMI	Oct. 1, 2016	Navy	88	87	92	95	71	80	513	0	94	94	95	89	91	95	558	0
John Pitman	VMI	Oct. 1, 2016	Navy	92	89	100	94	78	87	540	0	94	93	93	91	92	93	556	0
Nick Reynolds	VMI	Oct. 1, 2016	Navy	94	96	95	100	90	89	564	0	95	94	97	96	95	91	568	0
Kelia Aardema	VMI (W)	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samantha Alexander	VMI (W)	Oct. 1, 2016	Navy	89	89	96	95	89	91	549	0	95	94	95	95	97	95	571	0
Ellana Avery	VMI (W)	Oct. 1, 2016	Navy	91	90	97	97	80	86	541	0	0	0	0	0	0	0	0	0
Sabrina Bell	VMI (W)	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alice Chiu	VMI (W)	Oct. 1, 2016	Navy	93	92	98	98	87	85	553	0	97	91	94	91	92	92	557	0
Jamie Foster	VMI (W)	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Joelle Henry	VMI (W)	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachel Jankelow	VMI (W)	Oct. 1, 2016	Navy	92	89	96	94	82	82	535	0	92	94	99	93	88	95	561	0
Kerrie Lightfoot	VMI (W)	Oct. 1, 2016	Navy	79	72	89	89	82	83	494	0	94	94	94	93	93	92	560	0
Loyce Lightfoot	VMI (W)	Oct. 1, 2016	Navy	90	93	96	90	85	82	536	0	88	94	91	96	90	87	546	0
Kaitlyn Morrison	VMI (W)	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katherine Watson	VMI (W)	Oct. 1, 2016	Navy	83	89	97	96	90	85	540	0	88	93	94	97	93	95	560	0
Eliza Kotowska	John Jay	Oct. 1, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susana Sanchez	John Jay	Oct. 1, 2016	Navy	48	61	66	73	84	67	399	0	91	86	84	95	88	92	536	0
Marc Suda	John Jay	Oct. 1, 2016	Navy	91	82	91	91	76	66	497	0	87	83	88	85	87	86	516	0
Deanna Binnie	Ohio State	Oct. 2, 2016	West Virginia	97	98	98	98	93	90	574	28	99	97	98	96	95	94	579	0
Josh Black	Ohio State	Oct. 2, 2016	West Virginia	94	98	97	97	94	95	575	20	98	99	99	98	95	98	587	0
Jacob Buchanan	Ohio State	Oct. 2, 2016	West Virginia	98	97	99	99	93	92	578	28	99	98	97	100	100	99	593	0
Drew Cheezum	Ohio State	Oct. 2, 2016	West Virginia	97	95	98	100	95	95	580	25	97	100	99	96	99	99	590	0
Anthony Cuozzo	Ohio State	Oct. 2, 2016	West Virginia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kendal Elder	Ohio State	Oct. 2, 2016	West Virginia	95	98	96	98	91	92	570	29	97	98	97	95	99	96	582	0
Alli Kissell	Ohio State	Oct. 2, 2016	West Virginia	98	96	97	94	95	95	575	24	94	95	98	95	99	98	579	0
Mark Matheny	Ohio State	Oct. 2, 2016	West Virginia	94	96	99	98	92	95	574	21	98	97	97	100	99	96	587	0
Patrick Sardo	Ohio State	Oct. 2, 2016	West Virginia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Michael Steinel	Ohio State	Oct. 2, 2016	West Virginia	100	96	100	100	94	94	584	33	98	99	99	99	97	99	591	0
Chrissy Thomas	Ohio State	Oct. 2, 2016	West Virginia	88	92	99	97	93	94	563	19	96	96	97	96	94	96	575	0
Rhiann Travis	Ohio State	Oct. 2, 2016	West Virginia	96	94	100	100	94	95	579	30	100	98	98	99	98	99	592	0
Bailey Urbach	Ohio State	Oct. 2, 2016	West Virginia	93	92	98	97	91	93	564	20	90	96	98	96	95	95	570	0
Brendan Whitaker	Ohio State	Oct. 2, 2016	West Virginia	96	95	98	100	95	89	573	27	95	96	97	97	96	96	577	0
Quintin Wotring	Ohio State	Oct. 2, 2016	West Virginia	97	96	98	99	94	97	581	30	95	98	98	99	98	99	587	0
Jack Anderson	West Virginia	Oct. 2, 2016	West Virginia	90	96	96	96	95	94	567	24	97	97	97	98	98	97	584	0
Will Anti	West Virginia	Oct. 2, 2016	West Virginia	93	96	100	98	98	98	583	30	94	98	98	98	99	99	586	0
Milica Babic	West Virginia	Oct. 2, 2016	West Virginia	95	92	99	99	98	95	578	31	99	98	97	98	99	99	590	0
Noah Barker	West Virginia	Oct. 2, 2016	West Virginia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elizabeth Gratz	West Virginia	Oct. 2, 2016	West Virginia	96	98	100	99	97	93	583	31	99	100	99	99	97	98	592	0
Jean-Pierre Lucas	West Virginia	Oct. 2, 2016	West Virginia	96	100	100	99	97	96	588	35	98	99	97	97	100	98	589	0
Morgan Phillips	West Virginia	Oct. 2, 2016	West Virginia	95	94	97	99	92	93	570	18	96	96	96	99	96	98	581	0
Ginny Thrasher	West Virginia	Oct. 2, 2016	West Virginia	96	99	100	100	99	100	594	41	98	98	100	100	100	99	595	0
Melissa Brizzi	Coast Guard	Oct. 8, 2016	Navy	81	90	94	95	74	83	517	0	88	85	90	89	88	88	528	0
Joseph Busching	Coast Guard	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jacob Dupree	Coast Guard	Oct. 8, 2016	Navy	87	92	96	98	70	83	526	0	87	92	91	93	92	90	545	0
Randall Ford	Coast Guard	Oct. 8, 2016	Navy	87	92	92	94	91	83	539	0	91	96	91	93	92	92	555	0
Marshall Grant	Coast Guard	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexandria Harrington	Coast Guard	Oct. 8, 2016	Navy	87	80	95	99	92	90	543	0	98	97	94	95	97	96	577	0
Anthony Lee	Coast Guard	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dylan Lorence	Coast Guard	Oct. 8, 2016	Navy	90	93	97	97	80	84	541	0	86	95	91	90	93	92	547	0
Kaden Nichols	Coast Guard	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicholas Paisker	Coast Guard	Oct. 8, 2016	Navy	93	93	98	97	88	93	562	0	96	97	95	96	95	93	572	93
Paul Raynolds	Coast Guard	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
David Rose	Coast Guard	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alaric Stone	Coast Guard	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nyjah Turner	Coast Guard	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lucas Figi	Navy	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maggie Guetersloh	Navy	Oct. 8, 2016	Navy	91	93	95	95	93	86	553	0	95	98	98	96	92	94	573	0
Amy Hammer	Navy	Oct. 8, 2016	Navy	94	97	96	97	97	96	577	0	97	95	98	100	99	98	587	0
Daniel Jonas	Navy	Oct. 8, 2016	Navy	93	95	96	99	96	91	570	0	97	96	99	98	97	98	585	0
Kestrel Kuhne	Navy	Oct. 8, 2016	Navy	94	94	97	95	89	89	558	0	94	97	94	96	97	97	575	0
Alex Muzzioli	Navy	Oct. 8, 2016	Navy	95	96	99	99	92	94	575	0	94	95	98	97	98	97	579	0
Brandon Pippin	Navy	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	97	93	95	96	96	97	574	0
Nash Richardson	Navy	Oct. 8, 2016	Navy	96	94	100	99	93	90	572	0	94	94	94	95	92	98	567	0
Thomas Sarant	Navy	Oct. 8, 2016	Navy	95	92	98	99	96	92	572	0	98	98	96	98	96	94	580	0
Josh Watson	Navy	Oct. 8, 2016	Navy	95	98	98	100	90	92	573	0	94	97	96	95	97	99	578	0
Rachel Hubal	USciences	Oct. 8, 2016	Navy	83	84	94	96	75	85	517	0	77	79	83	77	69	80	465	0
Angela Kang	USciences	Oct. 8, 2016	Navy	87	90	91	91	84	79	522	0	81	78	92	84	87	93	515	0
Brittany Mahoney	USciences	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris Makosiej	USciences	Oct. 8, 2016	Navy	62	70	88	86	57	79	442	0	81	77	83	86	74	82	483	0
Nick Makosiej	USciences	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thomas Nelligan	USciences	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matt Popowicz	USciences	Oct. 8, 2016	Navy	82	90	96	95	87	73	523	0	87	86	90	92	85	92	532	0
Andrej Quatrone	USciences	Oct. 8, 2016	Navy	83	81	89	92	66	76	487	0	79	83	91	77	80	79	489	0
Sarah Schnupp	USciences	Oct. 8, 2016	Navy	91	93	98	97	91	92	562	0	90	95	96	93	100	96	570	0
Lauren Stabler	USciences	Oct. 8, 2016	Navy	80	80	89	93	83	74	499	0	93	89	89	86	91	92	540	0
Christina Tipton	USciences	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allie Tuman	USciences	Oct. 8, 2016	Navy	83	82	93	89	78	80	505	0	91	90	85	90	90	84	530	0
Anita Varkey	USciences	Oct. 8, 2016	Navy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andrew Visconti	USciences	Oct. 8, 2016	Navy	92	93	98	96	82	86	547	0	93	92	93	95	90	89	552	0
Nick Zsoldos	USciences	Oct. 8, 2016	Navy	95	93	92	95	84	80	539	0	86	86	88	84	91	90	525	0
Kealie Engels	Wofford	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seth Flanagan	Wofford	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	94	90	92	90	91	89	546	0
Cierra Holcombe	Wofford	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	94	94	96	95	93	94	566	0
Carson Howell	Wofford	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	81	86	80	85	79	75	486	0
Nicholas Hunter	Wofford	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	91	93	87	95	96	92	554	0
Zachry Hunter	Wofford	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	80	89	80	81	85	82	497	0
Reid Schuster	Wofford	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	85	85	89	85	89	91	524	0
Sarah Banks	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	96	93	95	93	93	94	564	0
Steven Bugg	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selina Curren	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	89	95	91	87	93	92	547	0
Lindsey Hill	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isaac King	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kristie Lloyd	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	92	94	91	97	90	88	552	0
Logan Short	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mallory Sisk	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micah Smith	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emily Stover	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	86	87	87	90	94	86	530	0
Ella Von Canon	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilly Vonderau	Alabama Birmingham	Oct. 8, 2016	Wofford	0	0	0	0	0	0	0	0	92	95	96	95	97	97	572	0
Lauryn Cinadr	Akron	Oct. 8, 2016	Akron	92	91	97	94	90	79	543	14	95	95	96	96	93	95	570	0
Alex Fedorko	Akron	Oct. 8, 2016	Akron	93	91	92	96	91	86	549	14	0	0	0	0	0	0	0	0
Sydney Goldschlag	Akron	Oct. 8, 2016	Akron	94	94	93	98	81	86	546	13	97	96	98	92	96	93	572	0
Rebecca Green	Akron	Oct. 8, 2016	Akron	93	88	91	96	89	89	546	14	98	96	95	98	93	94	574	0
Julia Hatch	Akron	Oct. 8, 2016	Akron	95	97	98	98	93	94	575	26	97	95	98	92	98	96	576	0
Anthony Jackson	Akron	Oct. 8, 2016	Akron	91	94	100	96	92	90	563	26	95	98	97	98	96	96	580	0
Kera Kaufman	Akron	Oct. 8, 2016	Akron	91	89	99	97	86	93	555	21	96	93	95	99	92	95	570	0
Joshua Kovach	Akron	Oct. 8, 2016	Akron	88	83	95	96	91	91	544	13	99	99	98	93	98	97	584	0
Caleb Lloyd	Akron	Oct. 8, 2016	Akron	96	97	98	98	90	93	572	33	96	95	97	98	97	98	581	0
Danielle Makucevich	Akron	Oct. 8, 2016	Akron	93	93	97	90	95	87	555	17	0	0	0	0	0	0	0	0
Kris Mantel	Akron	Oct. 8, 2016	Akron	93	92	96	96	83	82	542	16	92	90	98	97	95	95	567	0
Brent Morgan	Akron	Oct. 8, 2016	Akron	0	0	0	0	0	0	0	0	92	95	92	94	95	93	561	0
Connor O'Mara	Akron	Oct. 8, 2016	Akron	92	92	100	99	95	94	572	27	99	97	97	99	96	96	584	0
Marlee Reynolds	Akron	Oct. 8, 2016	Akron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sean Roehrs	Akron	Oct. 8, 2016	Akron	95	93	98	93	85	92	556	17	95	94	93	98	89	90	559	0
Zach Strohl	Akron	Oct. 8, 2016	Akron	94	92	99	99	93	90	567	21	94	96	98	98	98	97	581	0
Cierra Terrizzi	Akron	Oct. 8, 2016	Akron	96	89	96	98	93	90	562	16	97	96	97	98	94	91	573	0
Angelica Dearaujo	John Jay	Oct. 8, 2016	Akron	84	84	91	93	90	87	529	8	94	94	94	94	93	94	563	0
Lily Graham	John Jay	Oct. 8, 2016	Akron	96	90	98	96	94	85	559	23	93	97	98	98	96	96	578	0
Ronald Kopec	John Jay	Oct. 8, 2016	Akron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ida Sato	John Jay	Oct. 8, 2016	Akron	82	75	87	88	88	79	499	7	90	94	86	89	87	89	535	0
Eliza Kotowska	John Jay	Oct. 8, 2016	Akron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susana Sanchez	John Jay	Oct. 8, 2016	Akron	67	75	79	79	69	60	429	3	84	89	85	87	84	86	515	0
Marc Suda	John Jay	Oct. 8, 2016	Akron	88	88	95	92	73	77	513	9	85	88	84	85	77	87	506	0
Spencer Brandon	Air Force	Oct. 8, 2016	Alaska Fairbanks	92	94	98	100	97	98	579	26	97	99	100	99	95	100	590	39
Spencer Cap	Air Force	Oct. 8, 2016	Alaska Fairbanks	97	98	98	98	92	94	577	27	98	97	98	99	98	99	589	39
Kyle Cox	Air Force	Oct. 8, 2016	Alaska Fairbanks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ryan Jacobs	Air Force	Oct. 8, 2016	Alaska Fairbanks	98	98	98	97	98	98	587	34	99	98	100	100	100	98	595	50
Noah Kwock	Air Force	Oct. 8, 2016	Alaska Fairbanks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nick Learn	Air Force	Oct. 8, 2016	Alaska Fairbanks	94	95	98	99	92	95	573	21	97	96	98	98	100	98	587	42
Logan Ogden	Air Force	Oct. 8, 2016	Alaska Fairbanks	94	99	98	99	96	96	582	28	100	98	97	99	98	100	592	44
Mary Simonton	Air Force	Oct. 8, 2016	Alaska Fairbanks	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anna Weilbacher	Air Force	Oct. 8, 2016	Alaska Fairbanks	96	94	100	100	96	96	582	30	99	98	99	99	99	99	593	47
Soren Butler	Alaska Fairbanks	Oct. 8, 2016	Alaska Fairbanks	95	95	99	99	92	95	575	25	99	100	98	99	99	99	594	46
