Date	Location	First Name	Last Name	School	SB Total	SB Center	SB Squaded	AR Total	AR Center	AR Squaded
09/24/2016	Lexington VA	Kelia	Aardema	VMI (W)	0	0	False	0	0	False
10/01/2016	Annapolis MD	Kelia	Aardema	VMI (W)	0	0	False	0	0	False
10/15/2016	Morehead KY	Kelia	Aardema	VMI (W)	0	0	False	0	0	False
10/29/2016	Lexington VA	Kelia	Aardema	VMI (W)	498	0	False	0	0	False
11/05/2016	Lexington VA	Kelia	Aardema	VMI (W)	0	0	False	519	0	False
11/12/2016	Lexington VA	Kelia	Aardema	VMI (W)	0	0	False	0	0	False
01/28/2017	Charleston SC	Kelia	Aardema	VMI (W)	0	0	False	0	0	False
02/11/2017	Lexington VA	Kelia	Aardema	VMI (W)	508	0	False	0	0	False
09/21/2016	University MS	Andrew	Abernathy	North Georgia	0	0	False	0	0	False
10/08/2016	Lexington KY	Andrew	Abernathy	North Georgia	561	0	True	573	0	True
10/22/2016	Dahlonega GA	Andrew	Abernathy	North Georgia	565	0	True	566	0	True
10/29/2016	Morehead KY	Andrew	Abernathy	North Georgia	562	0	True	564	0	True
11/06/2016	Dahlonega GA	Andrew	Abernathy	North Georgia	0	0	False	0	0	False
11/12/2016	Lexington VA	Andrew	Abernathy	North Georgia	559	0	True	571	0	True
11/18/2016	Jacksonville AL	Andrew	Abernathy	North Georgia	567	0	True	567	0	True
01/20/2017	Murray KY	Andrew	Abernathy	North Georgia	545	0	True	574	0	True
01/28/2017	Charleston SC	Andrew	Abernathy	North Georgia	560	0	True	576	0	True
01/28/2017	Raleigh NC	Andrew	Abernathy	North Georgia	555	15	True	569	25	True
02/04/2017	Charleston SC	Andrew	Abernathy	North Georgia	563	0	True	578	0	True
02/11/2017	Unkown XX	Andrew	Abernathy	North Georgia	0	0	False	0	0	False
09/24/2016	Lexington VA	Samantha	Alexander	VMI (W)	538	0	True	571	0	True
10/01/2016	Annapolis MD	Samantha	Alexander	VMI (W)	549	0	True	571	0	True
10/15/2016	Morehead KY	Samantha	Alexander	VMI (W)	542	0	True	562	0	True
10/29/2016	Lexington VA	Samantha	Alexander	VMI (W)	546	0	True	565	0	True
11/05/2016	Lexington VA	Samantha	Alexander	VMI (W)	559	0	True	566	0	True
11/12/2016	Lexington VA	Samantha	Alexander	VMI (W)	550	0	True	570	0	True
01/28/2017	Charleston SC	Samantha	Alexander	VMI (W)	557	0	True	572	0	True
02/11/2017	Lexington VA	Samantha	Alexander	VMI (W)	546	0	True	571	0	True
10/02/2016	Morgantown WV	Jack	Anderson	West Virginia	567	24	False	584	0	False
10/15/2016	Raleigh NC	Jack	Anderson	West Virginia	0	0	False	577	31	False
10/22/2016	Akron OH	Jack	Anderson	West Virginia	564	16	False	583	0	False
10/23/2016	Columbus OH	Jack	Anderson	West Virginia	569	0	False	579	0	False
11/05/2016	Morgantown WV	Jack	Anderson	West Virginia	570	0	False	588	0	False
11/12/2016	West Point NY	Jack	Anderson	West Virginia	570	17	False	577	26	False
11/13/2016	West Point NY	Jack	Anderson	West Virginia	568	23	False	580	33	False
01/10/2017	Morgantown WV	Jack	Anderson	West Virginia	561	0	False	585	0	False
01/20/2017	Morgantown WV	Jack	Anderson	West Virginia	569	0	False	582	0	False
01/22/2017	Morgantown WV	Jack	Anderson	West Virginia	552	0	False	576	0	False
02/11/2017	Lexington KY	Jack	Anderson	West Virginia	542	0	False	579	0	False
02/12/2017	Lexington KY	Jack	Anderson	West Virginia	550	0	False	585	0	False
10/02/2016	Morgantown WV	William	Anti	West Virginia	583	30	True	586	0	True
10/15/2016	Raleigh NC	William	Anti	West Virginia	575	25	True	588	41	True
10/22/2016	Akron OH	William	Anti	West Virginia	579	31	False	591	0	True
10/23/2016	Columbus OH	William	Anti	West Virginia	576	0	False	582	0	True
11/05/2016	Morgantown WV	William	Anti	West Virginia	583	0	False	584	0	False
11/12/2016	West Point NY	William	Anti	West Virginia	579	27	True	583	35	True
11/13/2016	West Point NY	William	Anti	West Virginia	571	21	True	588	43	True
01/10/2017	Morgantown WV	William	Anti	West Virginia	579	0	False	590	0	False
01/20/2017	Morgantown WV	William	Anti	West Virginia	590	0	False	582	0	False
01/22/2017	Morgantown WV	William	Anti	West Virginia	582	0	False	582	0	False
02/11/2017	Lexington KY	William	Anti	West Virginia	569	0	False	577	0	False
02/12/2017	Lexington KY	William	Anti	West Virginia	572	0	False	586	0	False
02/11/2017	Lexington VA	Gavin	Asbury	VMI	514	0	False	0	0	False
09/24/2016	Lexington VA	Allison	Auten	Citadel	550	0	True	559	0	True
10/01/2016	Charleston SC	Allison	Auten	Citadel	541	0	True	568	0	True
10/15/2016	Charleston SC	Allison	Auten	Citadel	562	0	True	574	0	True
10/22/2016	Dahlonega GA	Allison	Auten	Citadel	549	0	True	571	0	True
10/29/2016	Charleston SC	Allison	Auten	Citadel	542	0	True	581	0	True
11/05/2016	Charleston SC	Allison	Auten	Citadel	555	0	True	583	0	True
11/12/2016	Charleston SC	Allison	Auten	Citadel	542	0	True	579	0	True
01/21/2017	Charleston SC	Allison	Auten	Citadel	543	0	True	584	0	True
01/28/2017	Charleston SC	Allison	Auten	Citadel	551	0	True	578	0	True
01/29/2017	Charleston SC	Allison	Auten	Citadel	536	0	True	590	0	True
02/04/2017	Charleston SC	Allison	Auten	Citadel	548	0	True	580	0	True
02/11/2017	Spartanburg SC	Allison	Auten	Citadel	534	0	True	583	0	True
09/24/2016	Lexington VA	Ellana	Avery	VMI (W)	535	0	True	0	0	False
10/01/2016	Annapolis MD	Ellana	Avery	VMI (W)	541	0	True	0	0	False
10/15/2016	Morehead KY	Ellana	Avery	VMI (W)	493	0	True	0	0	False
10/29/2016	Lexington VA	Ellana	Avery	VMI (W)	525	0	True	0	0	False
11/05/2016	Lexington VA	Ellana	Avery	VMI (W)	523	0	True	0	0	False
11/12/2016	Lexington VA	Ellana	Avery	VMI (W)	0	0	False	0	0	False
01/28/2017	Charleston SC	Ellana	Avery	VMI (W)	520	0	True	0	0	False
02/11/2017	Lexington VA	Ellana	Avery	VMI (W)	0	0	False	0	0	False
09/21/2016	University MS	Eric	Azotea	North Georgia	0	0	False	0	0	False
10/08/2016	Lexington KY	Eric	Azotea	North Georgia	0	0	False	0	0	False
10/22/2016	Dahlonega GA	Eric	Azotea	North Georgia	0	0	False	0	0	False
10/29/2016	Morehead KY	Eric	Azotea	North Georgia	0	0	False	0	0	False
11/06/2016	Dahlonega GA	Eric	Azotea	North Georgia	0	0	False	0	0	False
11/12/2016	Lexington VA	Eric	Azotea	North Georgia	0	0	False	0	0	False
11/18/2016	Jacksonville AL	Eric	Azotea	North Georgia	0	0	False	0	0	False
01/20/2017	Murray KY	Eric	Azotea	North Georgia	0	0	False	0	0	False
01/28/2017	Charleston SC	Eric	Azotea	North Georgia	0	0	False	0	0	False
01/28/2017	Raleigh NC	Eric	Azotea	North Georgia	0	0	False	0	0	False
02/04/2017	Charleston SC	Eric	Azotea	North Georgia	0	0	False	0	0	False
02/11/2017	Unkown XX	Eric	Azotea	North Georgia	0	0	False	0	0	False
09/21/2016	University MS	Billy	Azzinaro	Kentucky	578	23	True	588	45	True
10/08/2016	Lexington KY	Billy	Azzinaro	Kentucky	0	0	False	0	0	False
10/15/2016	Annapolis MD	Billy	Azzinaro	Kentucky	588	0	True	589	0	True
10/29/2016	Lexington KY	Billy	Azzinaro	Kentucky	587	0	True	598	0	True
11/04/2016	Lexington KY	Billy	Azzinaro	Kentucky	583	0	True	586	0	True
11/06/2016	Lexington KY	Billy	Azzinaro	Kentucky	578	0	True	591	0	True
11/18/2016	Fairbanks AK	Billy	Azzinaro	Kentucky	580	0	True	589	0	True
11/19/2016	Fairbanks AK	Billy	Azzinaro	Kentucky	574	29	True	588	46	True
01/14/2017	University MS	Billy	Azzinaro	Kentucky	572	26	True	590	44	True
01/15/2017	University MS	Billy	Azzinaro	Kentucky	572	0	True	590	0	True
01/20/2017	Murray KY	Billy	Azzinaro	Kentucky	572	0	True	589	0	False
01/29/2017	Columbus OH	Billy	Azzinaro	Kentucky	578	0	False	583	0	False
02/11/2017	Lexington KY	Billy	Azzinaro	Kentucky	578	0	True	585	0	True
10/02/2016	Morgantown WV	Milica	Babic	West Virginia	578	31	True	590	0	True
10/15/2016	Raleigh NC	Milica	Babic	West Virginia	578	29	True	596	52	True
10/22/2016	Akron OH	Milica	Babic	West Virginia	580	33	True	591	0	True
10/23/2016	Columbus OH	Milica	Babic	West Virginia	578	0	True	596	0	True
11/05/2016	Morgantown WV	Milica	Babic	West Virginia	578	0	True	592	0	True
11/12/2016	West Point NY	Milica	Babic	West Virginia	582	29	True	594	48	True
11/13/2016	West Point NY	Milica	Babic	West Virginia	583	20	True	594	46	True
01/10/2017	Morgantown WV	Milica	Babic	West Virginia	581	0	True	597	0	True
01/20/2017	Morgantown WV	Milica	Babic	West Virginia	588	0	True	598	0	True
01/22/2017	Morgantown WV	Milica	Babic	West Virginia	589	0	True	597	0	True
02/11/2017	Lexington KY	Milica	Babic	West Virginia	579	0	True	594	0	True
02/12/2017	Lexington KY	Milica	Babic	West Virginia	584	0	True	599	0	True
10/15/2016	Morehead KY	Seth	Baker	Morehead St.	576	0	True	579	0	False
10/16/2016	Morehead KY	Seth	Baker	Morehead St.	573	0	True	574	0	False
10/22/2016	University MS	Seth	Baker	Morehead St.	564	18	True	578	29	False
10/29/2016	Morehead KY	Seth	Baker	Morehead St.	571	0	True	576	0	False
10/30/2016	Morehead KY	Seth	Baker	Morehead St.	571	0	True	575	0	False
11/05/2016	Morehead KY	Seth	Baker	Morehead St.	571	0	True	573	0	False
11/12/2016	Lexington VA	Seth	Baker	Morehead St.	567	0	True	579	0	False
01/14/2017	Palmyra PA	Seth	Baker	Morehead St.	569	23	True	573	28	False
02/03/2017	Morehead KY	Seth	Baker	Morehead St.	573	0	True	0	0	False
02/11/2017	Jacksonville AL	Seth	Baker	Morehead St.	579	0	True	575	0	False
09/24/2016	Memphis TN	Sarah	Banks	Alabama Birmingham	0	0	False	576	28	True
10/08/2016	Spartanburg SC	Sarah	Banks	Alabama Birmingham	0	0	False	564	0	True
10/15/2016	Charleston SC	Sarah	Banks	Alabama Birmingham	0	0	False	562	0	True
10/22/2016	Dahlonega GA	Sarah	Banks	Alabama Birmingham	0	0	False	0	0	False
11/18/2016	Jacksonville AL	Sarah	Banks	Alabama Birmingham	0	0	False	559	0	True
01/17/2017	Martin TN	Sarah	Banks	Alabama Birmingham	0	0	False	566	0	True
01/20/2017	Murray KY	Sarah	Banks	Alabama Birmingham	0	0	False	563	0	True
02/04/2017	Spartanburg SC	Sarah	Banks	Alabama Birmingham	0	0	False	566	0	True
02/11/2017	Lexington VA	Sarah	Banks	Alabama Birmingham	0	0	False	544	0	True
09/21/2016	University MS	Alex	Bapties	UT Martin	0	0	False	570	25	True
09/24/2016	Memphis TN	Alex	Bapties	UT Martin	0	0	False	565	26	True
09/25/2016	Murray KY	Alex	Bapties	UT Martin	545	0	True	562	0	True
10/29/2016	Memphis TN	Alex	Bapties	UT Martin	554	13	True	573	22	True
10/30/2016	Murray KY	Alex	Bapties	UT Martin	554	0	True	583	0	True
11/05/2016	Jacksonville AL	Alex	Bapties	UT Martin	552	0	True	566	0	True
11/06/2016	Dahlonega GA	Alex	Bapties	UT Martin	545	0	True	558	0	True
01/17/2017	Martin TN	Alex	Bapties	UT Martin	545	0	True	563	0	True
01/20/2017	Murray KY	Alex	Bapties	UT Martin	546	0	True	568	0	True
02/03/2017	Morehead KY	Alex	Bapties	UT Martin	0	0	False	0	0	False
10/02/2016	Morgantown WV	Noah	Barker	West Virginia	0	0	False	0	0	False
10/15/2016	Raleigh NC	Noah	Barker	West Virginia	0	0	False	0	0	False
10/22/2016	Akron OH	Noah	Barker	West Virginia	0	0	False	0	0	False
10/23/2016	Columbus OH	Noah	Barker	West Virginia	0	0	False	0	0	False
11/05/2016	Morgantown WV	Noah	Barker	West Virginia	0	0	False	0	0	False
11/12/2016	West Point NY	Noah	Barker	West Virginia	0	0	False	0	0	False
11/13/2016	West Point NY	Noah	Barker	West Virginia	0	0	False	0	0	False
01/10/2017	Morgantown WV	Noah	Barker	West Virginia	0	0	False	0	0	False
01/20/2017	Morgantown WV	Noah	Barker	West Virginia	0	0	False	0	0	False
01/22/2017	Morgantown WV	Noah	Barker	West Virginia	0	0	False	0	0	False
02/11/2017	Lexington KY	Noah	Barker	West Virginia	0	0	False	0	0	False
02/12/2017	Lexington KY	Noah	Barker	West Virginia	0	0	False	0	0	False
09/21/2016	University MS	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
09/24/2016	Memphis TN	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
10/16/2016	Morehead KY	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
10/22/2016	Murray KY	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
10/29/2016	Jacksonville AL	Hunter	Behrends	Jacksonville St.	557	0	False	572	0	False
11/05/2016	Jacksonville AL	Hunter	Behrends	Jacksonville St.	561	0	False	575	0	False
11/18/2016	Jacksonville AL	Hunter	Behrends	Jacksonville St.	549	0	False	563	0	False
01/14/2017	USAFA CO	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
01/16/2017	USAFA CO	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
01/20/2017	Murray KY	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
01/28/2017	Memphis TN	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
02/03/2017	Morehead KY	Hunter	Behrends	Jacksonville St.	0	0	False	0	0	False
02/11/2017	Jacksonville AL	Hunter	Behrends	Jacksonville St.	566	0	False	567	0	False
09/24/2016	Lexington VA	Sabrina	Bell	VMI (W)	0	0	False	0	0	False
10/01/2016	Annapolis MD	Sabrina	Bell	VMI (W)	0	0	False	0	0	False
10/15/2016	Morehead KY	Sabrina	Bell	VMI (W)	0	0	False	0	0	False
10/29/2016	Lexington VA	Sabrina	Bell	VMI (W)	0	0	False	544	0	False
11/05/2016	Lexington VA	Sabrina	Bell	VMI (W)	0	0	False	548	0	False
11/12/2016	Lexington VA	Sabrina	Bell	VMI (W)	0	0	False	0	0	False
01/28/2017	Charleston SC	Sabrina	Bell	VMI (W)	0	0	False	555	0	False
02/11/2017	Lexington VA	Sabrina	Bell	VMI (W)	0	0	False	559	0	False
09/21/2016	University MS	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
09/24/2016	Memphis TN	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
09/25/2016	Murray KY	Erin	Bell	UT Martin (W)	0	0	False	543	0	False
10/29/2016	Memphis TN	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
10/30/2016	Murray KY	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
11/05/2016	Jacksonville AL	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
11/06/2016	Dahlonega GA	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
01/17/2017	Martin TN	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
01/20/2017	Murray KY	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
02/03/2017	Morehead KY	Erin	Bell	UT Martin (W)	0	0	False	0	0	False
10/01/2016	Charleston SC	Nicholle	Benedict	TCU	0	0	False	0	0	False
10/08/2016	Fairbanks AK	Nicholle	Benedict	TCU	0	0	False	0	0	False
10/10/2016	Fairbanks AK	Nicholle	Benedict	TCU	0	0	False	0	0	False
10/22/2016	Murray KY	Nicholle	Benedict	TCU	0	0	False	0	0	False
10/29/2016	Fort Worth TX	Nicholle	Benedict	TCU	561	0	False	577	0	False
11/05/2016	El Paso TX	Nicholle	Benedict	TCU	0	0	False	0	0	False
11/12/2016	Fort Worth TX	Nicholle	Benedict	TCU	0	0	False	0	0	False
11/13/2016	Fort Worth TX	Nicholle	Benedict	TCU	549	0	False	582	0	False
11/20/2016	West Point NY	Nicholle	Benedict	TCU	0	0	False	0	0	False
01/21/2017	Fort Worth TX	Nicholle	Benedict	TCU	555	0	False	572	0	False
02/04/2017	Columbus OH	Nicholle	Benedict	TCU	0	0	False	0	0	False
02/11/2017	Fort Worth TX	Nicholle	Benedict	TCU	552	0	False	578	0	False
09/24/2016	Reno NV	Rachel	Benesh	Nevada	0	0	False	593	0	True
10/01/2016	Reno NV	Rachel	Benesh	Nevada	0	0	False	590	0	True
10/08/2016	El Paso TX	Rachel	Benesh	Nevada	570	0	True	580	0	True
10/15/2016	Reno NV	Rachel	Benesh	Nevada	573	0	True	579	0	True
10/22/2016	USAFA CO	Rachel	Benesh	Nevada	564	0	True	580	0	True
10/23/2016	USAFA CO	Rachel	Benesh	Nevada	564	0	True	586	0	True
10/29/2016	Fort Worth TX	Rachel	Benesh	Nevada	562	0	False	584	0	True
11/06/2016	Reno NV	Rachel	Benesh	Nevada	566	0	False	590	0	True
11/12/2016	Columbus OH	Rachel	Benesh	Nevada	568	0	False	587	0	True
02/04/2017	Columbus OH	Rachel	Benesh	Nevada	575	16	False	588	37	True
09/21/2016	University MS	Jack	Berhorst	Memphis	584	29	True	582	31	False
09/24/2016	Memphis TN	Jack	Berhorst	Memphis	578	28	True	571	30	True
10/09/2016	Annapolis MD	Jack	Berhorst	Memphis	583	0	True	575	0	False
10/10/2016	West Point NY	Jack	Berhorst	Memphis	571	22	True	581	34	True
10/29/2016	Memphis TN	Jack	Berhorst	Memphis	578	26	True	577	22	True
11/05/2016	Morgantown WV	Jack	Berhorst	Memphis	575	0	True	583	0	True
11/12/2016	Columbus OH	Jack	Berhorst	Memphis	565	0	True	574	0	True
11/18/2016	Jacksonville AL	Jack	Berhorst	Memphis	575	0	True	569	0	True
01/15/2017	University MS	Jack	Berhorst	Memphis	0	0	False	0	0	False
01/20/2017	Murray KY	Jack	Berhorst	Memphis	0	0	False	0	0	False
01/28/2017	Memphis TN	Jack	Berhorst	Memphis	576	0	True	571	0	False
02/11/2017	Memphis TN	Jack	Berhorst	Memphis	566	0	True	581	0	False
09/21/2016	University MS	Jenna	Bethea	Kentucky	0	0	False	0	0	False
10/08/2016	Lexington KY	Jenna	Bethea	Kentucky	567	0	True	588	0	True
10/15/2016	Annapolis MD	Jenna	Bethea	Kentucky	0	0	False	0	0	False
10/29/2016	Lexington KY	Jenna	Bethea	Kentucky	557	0	False	576	0	False
11/04/2016	Lexington KY	Jenna	Bethea	Kentucky	566	0	False	587	0	False
11/06/2016	Lexington KY	Jenna	Bethea	Kentucky	565	0	False	588	0	False
11/18/2016	Fairbanks AK	Jenna	Bethea	Kentucky	562	0	False	582	0	False
11/19/2016	Fairbanks AK	Jenna	Bethea	Kentucky	568	23	False	582	34	False
01/14/2017	University MS	Jenna	Bethea	Kentucky	0	0	False	0	0	False
01/15/2017	University MS	Jenna	Bethea	Kentucky	0	0	False	0	0	False
01/20/2017	Murray KY	Jenna	Bethea	Kentucky	573	0	False	591	0	False
01/29/2017	Columbus OH	Jenna	Bethea	Kentucky	566	0	False	587	0	False
02/11/2017	Lexington KY	Jenna	Bethea	Kentucky	575	0	False	588	0	False
09/24/2016	Reno NV	Deanna	Binnie	Ohio State	0	0	False	0	0	False
10/02/2016	Morgantown WV	Deanna	Binnie	Ohio State	574	28	False	579	0	False
10/14/2016	Fairbanks AK	Deanna	Binnie	Ohio State	0	0	False	0	0	False
10/15/2016	Fairbanks AK	Deanna	Binnie	Ohio State	0	0	False	0	0	False
10/23/2016	Columbus OH	Deanna	Binnie	Ohio State	562	0	False	580	0	False
10/29/2016	Lincoln NE	Deanna	Binnie	Ohio State	0	0	False	0	0	False
11/05/2016	El Paso TX	Deanna	Binnie	Ohio State	0	0	False	0	0	False
11/06/2016	El Paso TX	Deanna	Binnie	Ohio State	0	0	False	0	0	False
11/12/2016	Columbus OH	Deanna	Binnie	Ohio State	575	0	False	577	0	False
01/14/2017	USAFA CO	Deanna	Binnie	Ohio State	0	0	False	0	0	False
01/16/2017	USAFA CO	Deanna	Binnie	Ohio State	0	0	False	0	0	False
01/21/2017	Fort Worth TX	Deanna	Binnie	Ohio State	0	0	False	0	0	False
01/22/2017	Fort Worth TX	Deanna	Binnie	Ohio State	0	0	False	0	0	False
01/29/2017	Columbus OH	Deanna	Binnie	Ohio State	573	0	False	0	0	False
02/04/2017	Columbus OH	Deanna	Binnie	Ohio State	567	27	False	0	0	False
09/24/2016	Reno NV	Josh	Black	Ohio State	577	0	True	590	0	True
10/02/2016	Morgantown WV	Josh	Black	Ohio State	575	20	True	587	0	True
10/14/2016	Fairbanks AK	Josh	Black	Ohio State	583	31	True	592	46	True
10/15/2016	Fairbanks AK	Josh	Black	Ohio State	582	27	True	586	40	True
10/23/2016	Columbus OH	Josh	Black	Ohio State	583	0	True	585	0	True
10/29/2016	Lincoln NE	Josh	Black	Ohio State	567	24	True	580	33	True
11/05/2016	El Paso TX	Josh	Black	Ohio State	575	0	True	588	0	False
11/06/2016	El Paso TX	Josh	Black	Ohio State	576	0	True	585	0	False
11/12/2016	Columbus OH	Josh	Black	Ohio State	564	0	True	592	0	False
01/14/2017	USAFA CO	Josh	Black	Ohio State	568	0	True	585	0	True
01/16/2017	USAFA CO	Josh	Black	Ohio State	575	0	False	591	0	False
01/21/2017	Fort Worth TX	Josh	Black	Ohio State	579	0	True	586	0	False
01/22/2017	Fort Worth TX	Josh	Black	Ohio State	576	0	True	589	0	False
01/29/2017	Columbus OH	Josh	Black	Ohio State	570	0	True	588	0	True
02/04/2017	Columbus OH	Josh	Black	Ohio State	570	21	False	588	36	False
10/08/2016	Fairbanks AK	Spencer	Brandon	Air Force	579	26	False	590	39	True
10/10/2016	Fairbanks AK	Spencer	Brandon	Air Force	578	27	True	593	43	True
10/22/2016	USAFA CO	Spencer	Brandon	Air Force	569	0	True	586	0	True
10/23/2016	USAFA CO	Spencer	Brandon	Air Force	571	0	False	592	0	True
11/05/2016	USAFA CO	Spencer	Brandon	Air Force	560	0	True	588	0	True
11/12/2016	Fort Worth TX	Spencer	Brandon	Air Force	569	0	True	584	0	True
11/13/2016	Fort Worth TX	Spencer	Brandon	Air Force	568	0	True	585	0	True
01/14/2017	USAFA CO	Spencer	Brandon	Air Force	560	0	True	587	0	True
01/28/2017	Charleston SC	Spencer	Brandon	Air Force	572	0	False	582	0	False
01/29/2017	Charleston SC	Spencer	Brandon	Air Force	563	0	True	582	0	True
02/04/2017	Columbus OH	Spencer	Brandon	Air Force	559	19	False	587	39	True
10/10/2016	West Point NY	Nathan	Brewer	Army	579	28	True	585	39	True
10/29/2016	Lexington KY	Nathan	Brewer	Army	575	0	True	582	0	True
10/30/2016	Morehead KY	Nathan	Brewer	Army	571	0	True	581	0	True
11/05/2016	USAFA CO	Nathan	Brewer	Army	583	0	True	592	0	True
11/11/2016	West Point NY	Nathan	Brewer	Army	582	25	True	591	46	True
11/13/2016	West Point NY	Nathan	Brewer	Army	571	28	True	590	43	True
11/20/2016	West Point NY	Nathan	Brewer	Army	580	35	True	578	33	True
01/14/2017	West Point NY	Nathan	Brewer	Army	576	24	True	576	30	True
01/14/2017	Palmyra PA	Nathan	Brewer	Army	573	24	True	583	45	True
01/16/2017	West Point NY	Nathan	Brewer	Army	568	26	True	586	38	True
02/05/2017	West Point NY	Nathan	Brewer	Army	582	31	True	580	32	True
10/01/2016	Charleston SC	Katie	Bridges	TCU	0	0	False	0	0	False
10/08/2016	Fairbanks AK	Katie	Bridges	TCU	0	0	False	0	0	False
10/10/2016	Fairbanks AK	Katie	Bridges	TCU	0	0	False	0	0	False
10/22/2016	Murray KY	Katie	Bridges	TCU	0	0	False	0	0	False
10/29/2016	Fort Worth TX	Katie	Bridges	TCU	566	0	False	573	0	False
11/05/2016	El Paso TX	Katie	Bridges	TCU	0	0	False	0	0	False
11/12/2016	Fort Worth TX	Katie	Bridges	TCU	568	0	False	573	0	False
11/13/2016	Fort Worth TX	Katie	Bridges	TCU	560	0	False	567	0	False
11/20/2016	West Point NY	Katie	Bridges	TCU	0	0	False	0	0	False
01/21/2017	Fort Worth TX	Katie	Bridges	TCU	564	0	False	573	0	False
02/04/2017	Columbus OH	Katie	Bridges	TCU	0	0	False	0	0	False
02/11/2017	Fort Worth TX	Katie	Bridges	TCU	567	0	False	576	0	False
10/08/2016	Annapolis MD	Melissa	Brizzi	Coast Guard	517	0	False	528	0	False
10/09/2016	Annapolis MD	Melissa	Brizzi	Coast Guard	514	0	False	530	0	False
10/22/2016	Cambridge MA	Melissa	Brizzi	Coast Guard	512	0	False	542	0	False
11/05/2016	USAFA CO	Melissa	Brizzi	Coast Guard	526	0	True	542	0	True
11/12/2016	New London CT	Melissa	Brizzi	Coast Guard	492	0	True	525	0	True
11/18/2016	New London CT	Melissa	Brizzi	Coast Guard	531	0	False	539	0	False
01/14/2017	Palmyra PA	Melissa	Brizzi	Coast Guard	518	9	False	512	8	False
01/21/2017	Fort Worth TX	Melissa	Brizzi	Coast Guard	0	0	False	0	0	False
01/22/2017	Fort Worth TX	Melissa	Brizzi	Coast Guard	0	0	False	0	0	False
02/04/2017	Cambridge MA	Melissa	Brizzi	Coast Guard	0	0	False	0	0	False
02/05/2017	Cambridge MA	Melissa	Brizzi	Coast Guard	0	0	False	0	0	False
09/21/2016	University MS	Bobby	Broadstreet	Murray St.	571	23	True	589	39	True
09/25/2016	Murray KY	Bobby	Broadstreet	Murray St.	580	33	True	576	30	True
10/22/2016	Murray KY	Bobby	Broadstreet	Murray St.	581	0	True	591	0	True
10/30/2016	Murray KY	Bobby	Broadstreet	Murray St.	590	0	True	590	0	True
11/05/2016	Morehead KY	Bobby	Broadstreet	Murray St.	571	0	True	592	0	True
11/12/2016	Columbus OH	Bobby	Broadstreet	Murray St.	582	0	True	587	0	True
11/18/2016	Jacksonville AL	Bobby	Broadstreet	Murray St.	572	0	True	591	0	False
01/14/2017	University MS	Bobby	Broadstreet	Murray St.	588	38	False	597	53	True
01/20/2017	Murray KY	Bobby	Broadstreet	Murray St.	584	0	True	592	0	True
02/03/2017	Morehead KY	Bobby	Broadstreet	Murray St.	578	0	True	587	0	True
02/12/2017	Lexington KY	Bobby	Broadstreet	Murray St.	574	0	True	586	0	True
09/21/2016	University MS	Haylea	Broughton	Memphis	572	24	True	585	36	True
09/24/2016	Memphis TN	Haylea	Broughton	Memphis	570	25	True	589	40	True
10/09/2016	Annapolis MD	Haylea	Broughton	Memphis	571	0	True	595	0	True
10/10/2016	West Point NY	Haylea	Broughton	Memphis	573	27	True	583	29	True
10/29/2016	Memphis TN	Haylea	Broughton	Memphis	569	24	True	576	29	True
11/05/2016	Morgantown WV	Haylea	Broughton	Memphis	569	0	True	587	0	True
11/12/2016	Columbus OH	Haylea	Broughton	Memphis	572	0	True	586	0	True
11/18/2016	Jacksonville AL	Haylea	Broughton	Memphis	579	0	True	591	0	True
01/15/2017	University MS	Haylea	Broughton	Memphis	567	0	True	586	0	True
01/20/2017	Murray KY	Haylea	Broughton	Memphis	573	0	True	586	0	True
01/28/2017	Memphis TN	Haylea	Broughton	Memphis	572	0	True	588	0	True
02/11/2017	Memphis TN	Haylea	Broughton	Memphis	564	0	True	579	0	True
10/15/2016	University MS	Katie	Brown	Nebraska	563	17	False	561	24	False
10/29/2016	Lincoln NE	Katie	Brown	Nebraska	548	0	False	566	0	False
11/05/2016	Lexington KY	Katie	Brown	Nebraska	0	0	False	0	0	False
11/06/2016	Lexington KY	Katie	Brown	Nebraska	0	0	False	0	0	False
11/12/2016	Lincoln NE	Katie	Brown	Nebraska	554	0	False	566	0	False
11/13/2016	Lincoln NE	Katie	Brown	Nebraska	548	0	False	567	0	False
01/15/2017	West Point NY	Katie	Brown	Nebraska	0	0	False	0	0	False
01/16/2017	West Point NY	Katie	Brown	Nebraska	0	0	False	0	0	False
